!03511426-n	heelless	0.0	[0]
10245236-n	landlord	0.0	[0]
10282482-n	maiden	0.0	[0]
10283170-n	major	0.0	[0]
10287213-n	man	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
10289039-n	man	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
10294318-n	marine	0.0	[0]
10332385-n	mother	0.0	[0, 0, 0, 0, 0]
10352299-n	neighbour	0.0	[0]
10375506-n	old man	-11.0	[0, -33.0, 0]
10388440-n	master	11.333333333333334	[0, 34.0, 0]
10409011-n	pauper	-34.0	[-34.0]
10461424-n	force	64.0	[64.0]
10523519-n	occupant	0.0	[0, 0, 0]
10532576-n	riser	0.0	[0]
10556518-n	schemer	-64.0	[-64.0]
10582154-n	servant	0.0	[0, 0, 0, 0, 0, 0]
10601451-n	sir	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
10602985-n	sister	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
10610465-n	sleeper	0.0	[0, 0]
10624074-n	son	0.0	[0, 0]
10627082-n	soul	0.0	[0]
10643837-n	squire	0.0	[0, 0, 0, 0, 0]
10654596-n	stepdaughter	0.0	[0, 0]
10654596-n	step-daughter	0.0	[0]
10654701-n	stepfather	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
10681060-n	survivor	34.0	[34.0]
10702615-n	terror	-95.0	[-95.0]
10734394-n	twin	0.0	[0, 0]
10744544-n	vagabond	-34.0	[-34.0]
10752093-n	victim	-34.0	[-34.0, -34.0]
10753442-n	villager	0.0	[0]
10753546-n	scoundrel	-64.0	[-64.0]
10757193-n	visitor	0.0	[0, 0, 0, 0, 0, 0, 0]
10780284-n	widow	0.0	[0, 0]
10780632-n	wife	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
10787470-n	woman	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
10791221-n	workman	0.0	[0]
11410625-n	issue	0.0	[0]
11410625-n	result	34.0	[34.0, 34.0]
11412727-n	change	0.0	[0]
11428023-n	ray	0.0	[0.0]
11428023-n	ray of light	0.0	[0]
11428023-n	beam	0.0	[0]
11428023-n	beam of light	34.0	[34.0]
11431754-n	air	0.0	[0]
11461825-n	gale	-17.0	[0, -34.0]
11473954-n	light	0.0	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
11501381-n	rain	0.0	[0]
11508092-n	smoke	-17.0	[0, -34.0]
11522448-n	draught	0.0	[0, 0]
11525955-n	wind	0.0	[0, 0]
11703669-n	laurel	0.0	[0]
12102133-n	grass	0.0	[0, 0]
12268918-n	oak	0.0	[0, 0]
12416423-n	crocus	0.0	[0]
12987056-n	lichen	0.0	[0]
13104059-n	tree	0.0	[0, 0, 0, 0, 0]
13112664-n	bush	0.0	[0]
13119870-n	bramble	-34.0	[-34.0]
13163250-n	branch	0.0	[0]
13164763-n	shoot	34.0	[34.0]
13246332-n	things	0.0	[0]
13246662-n	estate	0.0	[0, 0]
13250048-n	land	0.0	[0]
13250542-n	money	0.0	[0, 0, 0]
13252513-n	plantation	0.0	[0, 0, 0]
13255145-n	income	0.0	[0, 0, 0]
13277886-n	expense	0.0	[0]
13280139-n	half-pay	0.0	[0]
13283764-n	reward	64.0	[64.0, 64.0]
13300711-n	pittance	-34.0	[-34.0]
13308147-n	fare	0.0	[0]
13331198-n	sum	0.0	[0, 0]
13331198-n	sum of money	0.0	[0]
13352138-n	mortgage	-34.0	[-34.0]
13353280-n	wealth	0.0	[0]
13375891-n	advance	34.0	[34.0]
13384557-n	money	0.0	[0, 0, 0]
13480848-n	fire	0.0	[0]
13580415-n	enough	0.0	[0, 0, 0]
13613742-n	acre	0.0	[0, 0]
13650045-n	foot	0.0	[0]
13651218-n	mile	0.0	[0, 0, 0]
13686660-n	pound	0.0	[0, 0, 0, 0, 0]
13736799-n	half	0.0	[0, 0, 0]
13740168-n	nothing	-23.8	[-34.0, -34.0, -34.0, -34.0, -34.0, -34.0, -34.0, -34.0, -34.0, -34.0, 0, 0, 0, 0, -34.0, 0, 0, -34.0, -34.0, -34.0]
13741022-n	figure	0.0	[0]
13742573-n	one	0.0	[0, 0]
13743269-n	2	0.0	[0, 0, 0, 0]
13744044-n	3	0.0	[0, 0, 0]
13744304-n	4	0.0	[0, 0]
13744722-n	6	0.0	[0, 0]
13744916-n	seven	0.0	[0]
13744916-n	7	0.0	[0]
13745086-n	eight	0.0	[0]
13745270-n	9	0.0	[0]
13746672-n	11	0.0	[0]
13746672-n	eleven	0.0	[0]
13746785-n	twelve	0.0	[0]
13746785-n	12	0.0	[0]
13748128-n	20	0.0	[0]
13749407-n	30	0.0	[0, 0]
13762717-n	little	0.0	[0]
13765624-n	box	0.0	[0]
13771290-n	couple	0.0	[0]
13774404-n	mass	0.0	[0]
13775093-n	large number	0.0	[0]
13776621-n	much	0.0	[0, 0]
13777344-n	supply	0.0	[0]
13777764-n	way	0.0	[0]
13791389-n	connection	34.0	[34.0, 34.0, 34.0]
13792842-n	communication	0.0	[0, 0]
13793330-n	bridge	0.0	[0]
13809207-n	portion	0.0	[0]
13810818-n	rest	0.0	[0, 0]
13846546-n	second	0.0	[0]
13875571-n	loop	0.0	[0, 0]
13878951-n	square	0.0	[0]
13882961-n	diamond	0.0	[0]
13894434-n	jut	0.0	[0]
13905792-n	wrinkle	-34.0	[-34.0]
13920835-n	condition	0.0	[0, 0]
13925550-n	silence	-34.0	[-34.0, -34.0, -34.0]
13925752-n	situation	0.0	[0]
13930245-n	acquaintance	0.0	[0]
13930385-n	association	0.0	[0, 0]
13941125-n	extent	0.0	[0, 0]
13943400-n	case	0.0	[0, 0, 0]
13943968-n	thing	0.0	[0, 0, 0]
13945919-n	position	0.0	[0]
13954253-n	existence	0.0	[0]
13955874-n	fact	0.0	[0, 0, 0, 0]
13957601-n	presence	0.0	[0, 0]
13961399-n	life	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0]
13961642-n	life	0.0	[0, 0, 0]
13961642-n	depend	0.0	[0]
13962498-n	death	-95.0	[-95.0]
13983515-n	darkness	-32.666666666666664	[-64.0, 0, -34.0]
13985462-n	gloom	-34.0	[-34.0]
13988498-n	state	0.0	[0, 0, 0]
13994456-n	liberty	34.0	[34.0]
13996061-n	liberty	34.0	[34.0]
13999206-n	imprisonment	-64.0	[-64.0]
14024882-n	sleep	0.0	[0, 0, 0]
14036539-n	anger	-64.0	[-64.0, -64.0, -64.0]
14037011-n	excitement	64.0	[64.0]
14082595-n	convulsion	-34.0	[-34.0]
14290534-n	burn	-34.0	[-34.0]
14311348-n	effect	0.0	[0]
14322699-n	pain	-64.0	[-64.0]
14326607-n	headache	-34.0	[-34.0]
14375890-n	strain	-34.0	[-34.0]
14376188-n	tension	-34.0	[-34.0]
14391660-n	mania	-64.0	[-64.0]
14391876-n	delirium	-64.0	[-64.0]
14403107-n	agitation	-95.0	[-95.0]
14410605-n	problem	-44.0	[-34.0, -64.0, -34.0]
14416089-n	secrecy	0.0	[0]
14419164-n	link	0.0	[0.0]
14449126-n	need	-34.0	[-34.0, -34.0]
14473222-n	lot	0.0	[0]
14473222-n	fate	-84.66666666666667	[-95.0, -64.0, -95.0]
14483917-n	chance	34.0	[34.0, 34.0]
14485526-n	say	0.0	[0]
14539960-n	shelter	64.0	[64.0]
14540564-n	death	-95.0	[-95.0]
14540564-n	cause of death	-96.0	[-97.0, -95.0]
14540765-n	danger	-49.0	[-64.0, -34.0, -34.0, -34.0, -64.0, -64.0]
14546701-n	repair	34.0	[34.0]
14562324-n	ruin	-64.0	[-64.0]
14562960-n	end	-45.2	[-64.0, -64.0, -64.0, -34.0, 0]
14586769-n	metal	0.0	[0]
14625458-n	metal	0.0	[0, 0]
14642417-n	iron	0.0	[0, 0, 0, 0, 0, 0]
14688234-n	opal	0.0	[0]
14802450-n	steel	0.0	[0, 0]
14841267-n	air	0.0	[0]
14841770-n	breath	34.0	[34.0]
14842992-n	earth	0.0	[0]
14956325-n	mud	0.0	[0, 0]
14974264-n	paper	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0]
14980579-n	oil	0.0	[0]
15032376-n	poison	-56.75	[-95.0, -34.0, -34.0, -64.0]
15055181-n	steam	0.0	[0]
15119536-n	present	0.0	[0]
15119919-n	now	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
15120050-n	moment	0.0	[0]
15120823-n	past	0.0	[0]
15122231-n	time	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
15123362-n	dead	-34.0	[-34.0]
15136147-n	week	0.0	[0, 0]
15136453-n	day	0.0	[0]
15143276-n	death	-95.0	[-95.0]
15145171-n	age	0.0	[0]
15155220-n	day	0.0	[0, 0, 0, 0, 0, 0, 0]
15155747-n	night	0.0	[0]
15157225-n	day	0.0	[0]
15164957-n	daylight	34.0	[34.0]
15164957-n	day	0.0	[0, 0]
15164957-n	daytime	34.0	[34.0]
15165289-n	morning	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
15166191-n	afternoon	0.0	[0, 0, 0, 0]
15166462-n	evening	0.0	[0]
15167027-n	night	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
15167474-n	night	0.0	[0]
15168790-n	morning	0.0	[0]
15169421-n	dusk	0.0	[0]
15169873-n	week	0.0	[0, 0, 0, 0, 0, 0]
15170331-n	fortnight	0.0	[0, 0]
15179888-n	date	0.0	[0]
15196186-n	christmas	34.0	[34.0]
15203791-n	year	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
15205532-n	century	0.0	[0, 0]
15206296-n	month	0.0	[0, 0, 0, 0, 0, 0]
15209413-n	month	0.0	[0]
15211189-n	april	0.0	[0]
15224486-n	term	0.0	[0]
15227846-n	hour	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0]
15228378-n	hour	0.0	[0, 0]
15228910-n	hour	0.0	[0]
15234764-n	minute	0.0	[0, 0, 0, 0, 0, 0]
15234942-n	quarter	0.0	[0, 0, 0]
15235126-n	second	0.0	[0]
15236475-n	time of year	0.0	[0]
15237044-n	spring	49.0	[34.0, 64.0]
15242955-n	long time	0.0	[0]
15244650-n	moment	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
15244650-n	instant	0.0	[0, 0, 0]
15245515-n	time	0.0	[0, 0, 0]
15246853-n	moment	0.0	[0, 0, 0, 0, 0]
15246853-n	minute	0.0	[0, 0, 0]
15247110-n	instant	0.0	[0, 0, 0, 0, 0]
15249236-n	day	0.0	[0, 0]
15265518-n	outset	0.0	[0]
15266034-n	early days	0.0	[0]
15270431-n	time	0.0	[0, 0, 0, 0, 0]
15295603-n	regency	0.0	[0]
15296354-n	then	0.0	[0, 0, 0, 0]
76000000-x	good heavens	0.0	[0]
77000002-n	we	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
77000002-n	us	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
77000006-a	our	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
77000008-n	ourselves	0.0	[0, 0]
77000015-n	i	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
77000015-n	me	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
77000016-n	myself	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
77000020-n	yourselves	0.0	[0]
77000021-n	you	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
77000024-a	your	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
77000025-n	yourself	0.0	[0, 0, 0, 0, 0, 0, 0, 0]
77000031-n	them	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
77000031-n	they	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
77000039-a	their	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
77000041-n	she	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
77000041-n	her	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
77000043-a	her	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
77000046-n	he	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
77000046-n	him	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
77000050-a	his	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
77000050-n	his	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
77000052-n	himself	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
77000053-n	it	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
77000054-a	its	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
77000056-n	itself	0.0	[0, 0, 0, 0, 0]
77000058-a	these	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
77000058-n	these	0.0	[0, 0, 0, 0, 0, 0]
77000061-a	this	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
77000061-n	this	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
77000078-n	everything	8.5	[0, 34.0, 0, 0]
77000079-a	that	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
77000079-n	that	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
77000082-a	those	0.0	[0, 0, 0, 0, 0]
77000082-n	those	0.0	[0, 0, 0, 0, 0]
77000084-n	where	0.0	[0, 0, 0, 0, 0, 0, 0, 0]
77000090-n	how	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
