!03511426-n	heelless	0.0	[0]
00051192-n	return	0.0	[0, 0, 0, 0, 0]
00051370-v	slip off	0.0	[0]
00052374-v	wear	0.0	[0, 0, 0, 0, 0, 0, 0, 0]
00053274-r	swiftly	7.157894736842105	[0, 34.0, 34.0, 34.0, 34.0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
00054327-r	for the moment	0.0	[0, 0, 0]
00056340-r	dreadfully	-64.0	[-64.0]
00056729-r	at all	0.23529411764705882	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.0, 0, 0]
00057042-r	by no means	-3.6363636363636362	[0, 0, 0, 0, 0, 0, 0, -20.0, -20.0, 0, 0]
00057257-r	thoroughly	22.666666666666668	[34.0, 0.0, 34.0]
00058359-r	indirectly	0.0	[0, 0]
00059086-r	much	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00059171-r	very much	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0]
00059607-r	better	56.5	[34.0, 64.0, 64.0, 64.0]
00060939-r	before	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00061203-r	afterwards	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00061203-r	after	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00061203-r	later	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00061528-r	suddenly	-3.7777777777777777	[0, -34.0, 0, 0, 0, 0, 0, 0, 0]
00061677-r	suddenly	-5.862068965517241	[0, 0, 0, -34.0, -34.0, -34.0, -34.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, -34.0]
00061885-a	cunning	14.0	[28.0, 0]
00065294-r	twice	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00065639-v	have	0.0	[0, 0]
00065822-r	finally	0.0	[0, 0]
00066781-r	before	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00066781-r	in front	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00067265-r	forward	4.8	[0, 24.0, 0, 0, 0]
00067638-a	well	20.615384615384617	[0, 34.0, 0, 0, 34.0, 0, 34.0, 34.0, 34.0, 34.0, 0, 0, 64.0]
00069164-r	along	0.0	[0, 0, 0, 0, 0, 0]
00069901-r	loudly	0.0	[0, 0, 0]
00069901-r	loud	0.0	[0.0, 0.0, 0]
00070166-r	quietly	0.0	[0, 0]
00071456-r	round	0.0	[0, 0]
00071741-r	round	0.0	[0, 0]
00071840-r	about	0.0	[0, 0, 0, 0, 0, 0, 0]
00071840-r	round	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0]
00073033-r	almost	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00073033-r	nearly	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0, 0]
00073033-r	about	0.0	[0, 0, 0, 0, 0, 0, 0, 0]
00074095-r	ago	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00074641-r	forward	-0.125	[0, 0, 0, 0, 0, 0, -1.0, 0]
00075161-r	back	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00075367-r	back	0.0	[0, 0]
00076193-r	to and fro	0.0	[0, 0]
00076193-r	backward and forward	0.0	[0]
00076512-r	up and down	0.0	[0, 0, 0, 0, 0, 0, 0]
00077419-n	acquirement	34.0	[34.0]
00077698-v	choke	-34.0	[-34.0]
00079107-r	undoubtedly	0.0	[0.0, 0.0, 0]
00079499-r	to-night	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00079786-a	horror-stricken	-95.0	[-95.0]
00080039-r	beneath	0.0	[0, 0, 0, 0, 0]
00080169-r	above	0.0	[0, 0, 0, 0, 0, 0]
00080357-a	terrified	-95.0	[-95.0, -95.0]
00081591-r	every week	0.0	[0, 0]
00084223-r	especially	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0, 0]
00085811-r	rapidly	9.525	[0, 34.0, 0, 34.0, 34.0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 31.35, 0.0, 0.0]
00085811-r	speedily	34.0	[34.0]
00088931-r	continually	0.0	[0, 0, 0, 0, 0]
00090186-v	shock	-64.0	[-64.0]
00091764-a	open-eyed	34.0	[34.0]
00091964-r	firmly	34.0	[34.0]
00092569-r	tightly	-34.0	[-34.0]
00095280-a	dead	-67.04761904761905	[-95.0, -34.0, -64.0, -64.0, -95.0, -95.0, -95.0, -64.0, -34.0, -64.0, -64.0, -64.0, -64.0, -64.0, -64.0, -64.0, -64.0, -64.0, -64.0, -64.0, -64.0]
00095320-r	down	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00095612-r	down	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00095873-a	deceased	-34.0	[-34.0]
00096333-r	up	0.0	[0, 0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0]
00096333-r	upward	0.0	[0]
00098714-r	rather	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0]
00098714-r	instead	0.0	[0, 0, 0, 0]
00099341-r	more	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00099712-r	more	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00100082-r	early	0.0	[0, 0, 0]
00100267-r	late	-10.0	[0, -20.0]
00103194-r	at first	0.0	[0, 0, 0, 0, 0, 0.0, 0, 0]
00103554-r	first	0.0	[0, 0, 0, 0, 0, 0, 0, 0]
00103619-v	blanch	-64.0	[-64.0]
00104661-r	at any rate	0.0	[0]
00104661-r	at least	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0.0, 0, 0, 0]
00104661-r	at less	0.0	[0]
00106020-a	good	15.029166666666665	[34.0, 0, 0.0, 26.116666666666664]
00107416-r	lately	0.0	[0, 0, 0, 0, 0, 0]
00108773-r	here	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00109151-r	there	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00109461-r	there	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00109660-v	change	0.0	[0, 0, 0, 0, 0, 0.0, 0]
00110659-r	outside	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00110815-r	inside	0.0	[0, 0, 0, 0]
00110815-r	within	0.0	[0, 0, 0, 0, 0, 0, 0]
00111609-r	most	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0]
00111758-r	least	0.0	[0, 0]
00112009-r	most	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0]
00112090-r	silently	-17.0	[-34.0, 0]
00115500-n	tug	0.0	[0]
00116376-n	raise	0.0	[0, 0, 0, 0, 0, 0]
00116994-r	together	0.0	[0, 0, 0, 0]
00117620-r	and then	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00117620-r	then	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00117620-r	so	0.0	[0, 0]
00117620-r	and so	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0, 0]
00117985-v	rest	0.0	[0]
00118032-r	then	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00118363-r	so	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00118363-r	so as	0.0	[0, 0]
00118869-r	once	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00118965-r	at one time	0.0	[0, 0]
00118965-r	once	0.0	[0, 0, 0, 0, 0, 0]
00120202-n	spring	0.0	[0.0, 0, 0, 0, 0, 0, 0, 0.0]
00120796-v	get	0.0	[0, 0, 0, 0, 0, 0.0]
00121135-r	so	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00125436-n	pat	34.0	[34.0]
00125841-v	grow	5.666666666666667	[34.0, 0, 0, 0.0, 0, 0]
00127948-a	next	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00138410-r	in the first place	0.0	[0, 0]
00138611-r	probably	0.0	[0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00141632-v	tie	-34.0	[-34.0, -34.0]
00142191-v	form	0.0	[0, 0]
00143914-v	twisted	0.0	[0]
00144722-r	certainly	11.883333333333333	[0, 0, 34.0, 34.0, 34.0, 0, 0, 0, 0, 0, 0, 0, 34.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34.0, 0, 0, 0, 0, 20.0, 0, 20.0, 20.0, 0, 34.0, 34.0, 34.0, 64.0, 34.0, 0.0, 20.0, 20.0, 0, 0, 0, 20.0, 0, 0, 20.0, 15.0, 45.0, 34.0, 0, 0, 30.0, 0.0, 20.0, 59.0]
00145713-r	enough	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00146387-r	ever	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0]
00146594-r	so	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00146763-r	so	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00146926-r	so	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00147126-r	so	0.0	[0, 0, 0, 0]
00147272-r	so	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00147815-v	fall	-11.333333333333334	[-34.0, -34.0, 0, 0, 0, 0]
00147876-r	easily	18.9	[34.0, 34.0, 0, 0, 0, 20.0, 0, 34.0, 34.0, 33.0]
00148078-a	cunning	-41.5	[-64.0, -34.0, -34.0, -34.0, -34.0, -34.0, -34.0, -64.0]
00149120-a	deep	-9.714285714285714	[0, 0.0, 0, 0, 0, -34.0, -34.0]
00149510-r	actually	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0]
00149583-v	go	0.0	[0, 0, 0, 0, 0]
00149583-v	become	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00150134-r	no doubt	-2.2195121951219514	[-34.0, -34.0, 0, -34.0, 0, -34.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0.0, 0, 0, 0, 0, 45.0, 0.0]
00150287-v	adapt	0.0	[0]
00151149-r	after all	0.0	[0, 0, 0, 0, 0, 0, 0, 0]
00153568-r	carefully	14.916666666666666	[34.0, 34.0, 34.0, 0, 0, 0, 0, 0, 0, 20.0, 20.0, 37.0]
00153961-n	proof	34.0	[34.0]
00155488-r	later	0.0	[0, 0, 0, 0]
00156222-r	by the way	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0]
00157462-v	gather	0.0	[0, 0]
00157967-r	alone	0.0	[0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0]
00158309-r	precisely	14.7125	[34.0, 0, 0, 24.85]
00158309-r	just	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00159040-r	such as	0.0	[0]
00159040-r	for example	1.4375	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23.0, 0]
00159373-r	for anything	0.0	[0, 0]
00160659-r	closely	0.0	[0]
00160834-r	comparatively	0.0	[0, 0]
00161630-r	slowly	-0.5769230769230769	[0.0, 0, 0.0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, -15.0, 0, 0]
00162632-n	conclusion	0.0	[0]
00164751-r	in case	0.0	[0, 0, 0, 0, 0]
00166025-r	long	-2.6153846153846154	[-34.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00166512-r	in practice	0.0	[0, 0, 0, 0]
00167575-r	just in time	0.0	[0, 0]
00167816-r	in time	0.0	[0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0.0, 0, 0]
00167920-r	in vain	-37.05555555555556	[-34.0, -34.0, -34.0, -34.0, -34.0, -34.0, -34.0, -64.0, -31.5]
00172710-n	way	0.0	[0, 0, 0.0, 0.0, 0, 0]
00173338-v	take	0.0	[0, 0, 0, 0]
00173353-r	deeply	2.4166666666666665	[0.0, 0.0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0, 29.0]
00173764-a	audible	34.0	[34.0]
00174412-n	step	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00176383-r	heavily	-14.571428571428571	[-34.0, -34.0, -34.0, 0, 0.0, 0, 0]
00181342-r	once	0.0	[0, 0, 0, 0, 0, 0, 0]
00182316-r	splendidly	79.5	[95.0, 64.0]
00183716-r	blandly	-27.0	[-34.0, -20.0]
00186616-a	awake	0.0	[0]
00186925-a	up	0.0	[0, 0, 0]
00188137-r	best	64.0	[64.0]
00189017-a	sleepy	-17.0	[-34.0, 0.0]
00190115-a	aware	7.555555555555555	[34.0, 34.0, 34.0, 34.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
00193480-a	horrible	-90.88888888888889	[-95.0, -95.0, -95.0, -95.0, -95.0, -95.0, -80.33333333333333, -72.66666666666667, -95.0]
00193486-v	combine	0.0	[0]
00193799-a	terrible	-65.8125	[-95.0, -95.0, -95.0, 0, -64.0, -64.0, -64.0, -64.0, -64.0, -64.0, -64.0, -64.0, -64.0, -64.0, -64.0, -64.0]
00194357-a	sinister	-64.0	[-64.0, -64.0, -64.0, -64.0]
00196364-v	burn	-34.0	[-34.0]
00197151-a	soothing	54.0	[64.0, 64.0, 34.0]
00197182-r	o'clock	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00199067-v	lighten	34.0	[34.0]
00200777-r	eagerly	13.629629629629628	[34.0, 0, 0, 0, 0, 34.0, 0.0, 0.0, 54.666666666666664]
00201195-r	savagely	-79.5	[-95.0, -64.0]
00201570-r	wisely	44.0	[64.0, 34.0, 34.0]
00202284-n	opposition	-44.0	[-34.0, -34.0, -64.0]
00205052-r	right	0.0	[0, 0, 0, 0, 0, 0, 0, 0]
00206144-r	in darkness	-6.8	[0, -34.0, 0, 0, 0.0]
00206479-r	hastily	-34.0	[-34.0]
00207366-r	to-day	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00210651-r	freely	32.0	[64.0, 64.0, 0, 0.0]
00211815-r	dimly	-34.0	[-34.0]
00212604-r	ever	0.0	[0, 0, 0, 0, 0, 0]
00219325-r	cheerily	69.16666666666666	[64.0, 74.33333333333333]
00219855-r	heartily	44.0	[64.0, 34.0, 34.0]
00219855-r	warmly	40.0	[64.0, 34.0, 34.0, 34.0, 34.0]
00221429-r	narrowly	17.0	[34.0, 0]
00221934-a	hideous	-64.0	[-64.0, -64.0]
00221934-a	distorted	-64.0	[-64.0]
00224280-r	furiously	-95.0	[-95.0]
00224418-r	furiously	-49.25	[-64.0, -64.0, -64.0, -64.0, 0, -39.5]
00224602-r	up and down	0.0	[0, 0, 0, 0]
00225832-v	cripple	-34.0	[-34.0]
00226758-r	over	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00227165-v	intensify	0.0	[0]
00228294-a	first	27.25	[34.0, 34.0, 0, 41.0]
00229399-r	quietly	5.0	[15.0, 0.0, 0.0]
00232499-r	cruelly	-95.0	[-95.0]
00232936-r	forth	34.0	[34.0]
00232936-r	away	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0]
00234553-r	away	0.0	[0]
00235110-v	carry	0.0	[0]
00235254-r	away	0.0	[0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0, 0, 0]
00240707-r	in this	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00240707-r	in that	0.0	[0, 0, 0, 0, 0, 0, 0]
00240707-r	well	0.0	[0]
00245059-v	die away	-5.666666666666667	[-34.0, 0, 0, 0.0, 0.0, 0]
00245112-a	brown	0.0	[0]
00250898-r	between	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00257418-r	in a low voice	0.0	[0, 0, 0, 0]
00260648-v	repair	34.0	[34.0]
00262792-a	brave	41.5	[64.0, 34.0, 34.0, 34.0]
00266806-n	repair	24.5	[34.0, 30.0, 0, 34.0]
00267855-v	turn down	0.0	[0]
00272844-r	across	0.0	[0, 0, 0, 0, 0, 0, 0]
00272951-r	across	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00273082-a	dark	0.0	[0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0, 0.0, 0, 0.0, 0, 0.0, 0, 0.0, 0.0, 0, 0.0, 0.0, 0]
00275035-r	asleep	0.0	[0, 0]
00278551-a	bright	24.5	[64.0, 34.0, 0.0, 0.0]
00279835-n	move	0.0	[0, 0]
00279835-n	movement	0.0	[0, 0]
00280301-v	whiten	-34.0	[-34.0]
00280853-n	approach	0.0	[0, 0, 0]
00281101-v	colour	-34.0	[-34.0]
00281101-v	discolour	-34.0	[-34.0]
00281173-a	brilliant	64.0	[64.0]
00285557-n	step	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0]
00292507-v	cut off	-34.0	[-34.0]
00294459-r	therefore	0.0	[0, 0, 0, 0, 0, 0]
00299690-a	hoarse	-54.333333333333336	[-34.0, -95.0, -34.0]
00300247-r	perhaps	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00300247-r	possibly	5.666666666666667	[34.0, 0, 0, 0, 0, 0, 34.0, 0.0, 0.0, 0, 0, 0.0]
00300496-r	possibly	9.272727272727273	[34.0, 34.0, 0, 34.0, 0, 0, 0, 0, 0, 0.0, 0]
00304144-a	wild	-64.0	[-64.0]
00306426-n	journey	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0.0, 0]
00306539-v	burst forth	0.0	[0]
00307631-n	drive	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00308370-n	trip	0.0	[0, 0]
00309021-a	careful	16.5	[34.0, 0, 0, 34.0, 0.0, 31.0]
00311809-n	excursion	0.0	[0, 0, 0]
00312691-n	way	0.0	[0, 0, 0, 0, 0.0, 0.0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00317468-v	broaden	0.0	[0]
00317888-v	prolong	34.0	[34.0]
00324878-a	responsible	22.666666666666668	[34.0, 34.0, 0.0]
00324878-a	responsible for	0.0	[0, 0, 0.0]
00329831-a	central	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0]
00330506-a	middle	0.0	[0, 0, 0]
00331950-n	motion	0.0	[0]
00335421-a	certain	0.0	[0, 0]
00336831-a	sure	10.5	[0, 0, 0, 0, 34.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34.0, 0, 0, 34.0, 34.0, 0, 0, 0, 0.0, 34.0, 34.0, 0.0, 34.0, 34.0, 34.0, 34.0, 0, 0, 34.0, 22.5, 0, 0, 34.0]
00339934-v	occur	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00339934-v	take place	0.0	[0, 0, 0]
00339934-v	go on	0.0	[0, 0, 0, 0.0, 0, 0]
